2019-04-17 22:12:54,习近平这样“点亮”新的一年,"岁月翻开新的篇章，2019年已经到来！
2018年12月31日，国家主席习近平发表了二〇一九年新年贺词。在贺词中，习近平说，2018年，我们过得很充实、走得很坚定；2019年，有机遇也有挑战，大家还要一起拼搏、一起奋斗。
[!--begin:htmlVideoCode--]68bd147a6e534cae9275dc098c0051f8,0,1,news[!--end:htmlVideoCode--]
△独家视频：国家主席习近平二〇一九新年贺词完整版
自2014年新年起，习主席已连续六年发表了新年贺词。
每年，
习主席的新年贺词都是大家在跨年夜最期待的。习近平的贺词朴实、真切，既催人奋进，又充满温情，而且每年都会“带火”一些热词，比如2015年的“蛮拼的”，2016年的“有付出，就会有收获”、“只要坚持，梦想总是可以实现的”、2017年的“撸起袖子加油干”、2018年的“幸福都是奋斗出来的”等等。这些“金句”直抵人心，让人们心里更亮堂、干劲更充足。
今天，我们就带您一起来盘点，六年里，习主席是如何用新年贺词“点亮”新的一年的。
6次发表新年贺词  背景画作都是长城
2014年~2016年以及2018年、2019年，习主席都是坐在办公室发表新年贺词。2017年，习主席并没有坐在办公桌前，而是阔步走入镜头，站着发表新年贺词。
仔细观察，画面中除了习近平主席、国旗、国徽，有一样元素始终没有变化，那就是习近平主席身后的那一幅画，始终是长城。
长城是中华民族的伟大象征，历经千年风雨依然屹立，中华民族也将一如既往大步向前，迈入新时代。
六年里，习主席心愿依旧
谈改革
2019年——世界看到了改革开放的中国加速度，看到了将改革开放进行到底的中国决心。
我们改革的脚步不会停滞，开放的大门只会越开越大。
2018年——我们要以庆祝改革开放40周年为契机，
逢山开路，遇水架桥，将改革进行到底
。
2017年——
中国共产党将召开第十九次全国代表大会，全面建成小康社会、全面深化改革、全面依法治国、全面从严治党要继续发力。
天上不会掉馅饼，努力奋斗才能梦想成真。
2016年——
着力
推进结构性改革，
着力
推进改革开放，
着力
促进社会公平正义，
着力
营造政治上的绿水青山，为全面建成小康社会决胜阶段开好局、起好步。
2015年——继续全面深化改革，
开弓没有回头箭，改革关头勇者胜
。
2014年——我们推进改革的根本目的，是要让国家变得更加富强、让社会变得更加公平正义、让人民生活得更加美好。
谈群众
2019年——我始终惦记着
困难群众
。他们真诚朴实的面容至今浮现在我的脑海。新年之际，祝乡亲们的生活蒸蒸日上，越过越红火。
2018年——各级党委、政府和干部要
把老百姓的安危冷暖时刻放在心上
，以造福人民为最大政绩，想群众之所想，急群众之所急，让人民生活更加幸福美满。
2017年——新年之际，我最牵挂的还是
困难群众
，他们吃得怎么样、住得怎么样，能不能过好新年、过好春节。
 
2016年——让几千万农村贫困人口生活好起来，是我心中的牵挂……对所有
困难群众
，我们都要关爱，让他们从内心感受到温暖。
 
2015年——我们要继续努力，把人民的期待变成我们的行动，把人民的希望变成生活的现实……我们时刻都要想着那些生活中还有
难处的群众
。
2014年——让老百姓过上更加幸福的生活，
还有大量工作要做
。
6个新年 习主席这样鼓劲
我们都在努力奔跑，我们都是
追梦人。
新征程上，不管乱云飞渡、风吹浪打，我们都要紧紧依靠人民，坚持自力更生、艰苦奋斗，以坚如磐石的信心、只争朝夕的劲头、坚韧不拔的毅力，一步一个脚印把前无古人的伟大事业推向前进。
2019年，有机遇也有挑战，大家还要一起拼搏、一起奋斗。
——2019新年贺词
幸福都是
奋斗
出来的。
要把这个蓝图变为现实，必须不驰于空想、不骛于虚声，一步一个脚印，踏踏实实干好工作。
我为中国人民迸发出来的创造伟力喝彩。
——2018新年贺词
天上不会掉馅饼，努力奋斗才能梦想成真。
小康路上一个都不能掉队。
大家撸起袖子加油干
，我们就一定能够走好我们这一代人的长征路。
——2017新年贺词
“十二五”规划圆满收官，广大人民群众有了更多
获得感。
世界那么大，
问题那么多，国际社会期待听到中国声音、看到中国方案，中国不能缺席。
有付出，就会有收获。
只要坚持，梦想总是可以实现的。
 
——2016新年贺词
为了做好这些工作，我们的各级干部也是
蛮拼的
。
当然，没有人民支持，这些工作是难以做好的，我要
为我们伟大的人民点赞。
我们要继续全面深化改革，开弓没有回头箭，改革关头勇者胜。
 
我们正在从事的事业是伟大的，坚忍不拔才能胜利，半途而废必将一事无成。
——2015年新年贺词
中国人民追寻实现
中华民族伟大复兴的中国梦，
也祝愿各国人民能够实现自己的梦想。
生活总是充满希望的，成功总是属于积极进取、不懈追求的人们。
 
——2014年新年贺词
2019年
让我们一起拼搏、一起奋斗！"
2019-01-01 23:02:42,夜读丨祝你梦想成真,"一年的结束和新一年的开始，其实只隔了一瞬。前一刻，我们还在为逝去的时光感伤，后一刻，已经在为新鲜的远方奔走。
今日，元旦。一日之计在于晨，一年之计在元旦。许一个值得为之奋斗的心愿，把日日可期的2019过得盎然无比……
2019年
🌟 
1月
【
宜
】
追 梦  许 愿
值 得 关 注 的 日 子
▼
1月1日 
元旦
1月5日 小寒
1月13日 腊八节
1月20日 大寒
1月28日 小年
那种使自己变得生机勃勃的动力是什么呢？
谁来回答你呢？谁来帮你寻找呢？谁为你一锤定音？没有别人，只有你自己。
只有当理想的光芒照耀着我们，而且它和广大人群的福祉相连，我们才会有大的安宁和勇气。
有些人把梦想变成现实，有些人把现实变成了梦想。关键是，你的梦想是什么？你为你的梦想做了什么？
出自《所有的动力都来自内心的沸腾》/毕淑敏
2019年
🌟 
2月
【
宜
】
辞 旧  迎 新
值 得 关 注 的 日 子
▼
2月4日 
除夕 
立春
2月5日 
春节
2月11日 年后首个工作日
2月19日 元宵节 雨水
守岁这一夜非比寻常。它是“一夜连两岁，五更分二年
”
。因而，我们的古人便是一边辞旧，一边迎新。
以
“
辞
”
告别旧岁，以
“
迎
”
笑容满面迎接生命新的一段时光的到来。
新的一年是未知的，不免小心翼翼。古人过年要通宵点灯，为了不叫邪气暗中袭入；还在年画上所有形象都画上笑眼笑口，以寓吉祥。由于对未来的这种盛情，所以正月初一破晓
“
迎财神
”
的鞭炮更加欢腾。 
于是，我们的年俗就这样完成了岁月的转换，以
“
辞
”
和
“
迎
”
表达对生命的敬畏，以长长的守夜与天地一年一度的
“
天人合一
”
。 
出自《守岁》/冯骥才
2019年
🌟 
3月
【
宜
】
流 连  忘 返
值 得 关 注 的 日 子
▼
3月6日
 惊蛰
3月8日 妇女节 
二月二
3月12日 
植树节
3月20日 国际幸福日
3月21日 
春分
我慢慢走着，我走在绿之上，我走在绿之间，我走在绿之下，绿在我里，我在绿里。
我们已把窗外的世界遗忘得太久了，我们总喜欢过着四面混凝土的生活……
我们不知道脚心触到青草时的恬适，我们不晓得鼻腔遇到花香时的兴奋。真的，我们是怎么会疾驰得那么厉害的！
我是怎样珍惜着这些花瓣啊，我是多么想掬起一把来作为今早的早餐啊！
出自《今天是春天》/张晓风
2019年
🌟 
4月
【
宜
】
清 心  寡 欲
值 得 关 注 的 日 子
▼
4月5日 
清明节
4月20日 谷雨 中文语言日
4月23日 世界读书日
4月24日 中国航天日
一个人以浊为欢的时候，就很难体会到生命清明的滋味，而在欢乐已尽、浊心再起的时候，人间就愈来愈无味了。
“清欢
”
实为生命的减法，舍弃了世俗的追逐和欲望的捆绑，回到最单纯的欢喜，是生命里最有滋味的情境。
在黄昏的晚霞里观夕阳沉落。
在最高的山上突然思念着兄弟。
在落下的一根白发里，浮出一生最爱的面容。
清欢，永远不会失去，只要我们不俗。
出自《人间有味是清欢》/林清玄
2019年
🌟 
5月
【
宜
】
宣 泄 
 生 机
值 得 关 注 的 日 子
▼
5月1日 
劳动节
5月4日 五四青年节
5月6日 立夏
5月8日 世界微笑日
5月12日 国际护士节
5月19日 中国旅游日
5月21日 小满
人生来好动，好发展，好创造。能动，能发展，能创造，便是顺从自然，便能享受快乐，
不动，不发展，不创造，便是摧残生机，便不免感觉烦恼。
你感觉烦恼，因为你的生机被抑郁；你要想快乐，须得使你的生机能舒畅，能宣泄。
闲人大半易于发愁，就因为闲时生机静止而不舒畅。
我劝你多打网球，多弹钢琴，多栽花木，多搬砖弄瓦。假如你不喜欢这些玩艺儿，你就谈谈笑笑，跑跑跳跳，也是好的。
出自《给青年的十二封信》/朱光潜
2019年
🌟 
6月
【
宜
】
无 邪  烂 漫
值 得 关 注 的 日 子
▼
6月1日 
儿童节
6月6日 芒种
6月7日 端午节
6月21日 夏至
儿童的可贵在于单纯，因为单纯而不以无知为耻，因为单纯而又无所忌讳，这两点正是智慧的重要特征。
相反，偏见和利欲是智慧的大敌。偏见使人满足于一知半解，在自满自足中过日子，看不到自己的无知。
利欲使人顾虑重重，盲从社会上流行的意见，看不到事物的真相。
这正是许多大人的可悲之处。
出自《智慧和童心》/周国平
2019年
🌟 
7月
【
宜
】
静 心  纳 凉
值 得 关 注 的 日 子
▼
7月7日 小暑
7月23日 大暑
“梅雨霁，暑风和，高柳乱蝉多。小园台榭远池波，鱼戏动新荷。薄纱厨，轻羽扇，枕冷簟凉深院。
此时情绪此时天，无事小神仙。
”
（宋·周邦彦《鹤冲天》）
暑最热时，“浮甘瓜于清泉，沉朱李于寒水”，于星斗满天之夜作“感凉会”，都是盛夏乐趣。而午后盼风雨欲来，迎大雨滂沱，山晚听轻雷断雨，亦别有一种清凉诗意。
 
2019年
🌟 
8月
【
宜
】
言
 情  说 爱
值 得 关 注 的 日 子
▼
8月7日 
七夕节
8月8日 立秋
8月19日 中国医师节
8月23日 处暑
纤云弄巧，飞星传恨，
银汉迢迢暗度。
金风玉露一相逢，便胜却人间无数。
柔情似水，佳期如梦，忍顾鹊桥归路。两情若是长久时，又岂在朝朝暮暮！
《
鹊桥仙·纤云弄巧
》/北
宋·秦观
2019年
🌟 
9月
【
宜
】
团 团  圆 圆
值 得 关 注 的 日 子
▼
9月8日 白露
9月10日 教师节
9月13日 
中秋节
9月23日 秋分
明月几时有？把酒问青天。不知天上宫阙，今夕是何年。我欲乘风归去，又恐琼楼玉宇，高处不胜寒。起舞弄清影，何似在人间？
转朱阁，低绮户，照无眠。不应有恨，何事长向别时圆？人有悲欢离合，月有阴晴圆缺，此事古难全。
但愿人长久，千里共婵娟。
《水调歌头·明月几时有》/北宋·苏轼
2019年
🌟 
10月
【
宜
】
普 天  同 庆
值 得 关 注 的 日 子
▼
10月1日 
国庆节
10月4日 世界动物日
10月7日 重阳节
10月8日 寒露
10月24日 霜降
我是你十亿分之一，
是你九百六十万平方的总和，
你以伤痕累累的乳房，喂养了
迷惘的我
，
深思的我
，
沸腾的我
。
那就从我的血肉之躯上去取得
你的富饶
，
你的荣光
，
你的自由
！
出自《祖国啊，我亲爱的祖国》/舒婷
2019年
🌟 
11月
【
宜
】
顺 势  而 为
值 得 关 注 的 日 子
▼
11月8日 立冬 记者节
11月9日 全国消防日
11月22日 小雪
在不知不觉之中，天真烂漫的孩子“渐渐”变成野心勃勃的青年；血气旺盛的成人“渐渐”变成顽固的老头子。因为其变更是渐进的，一年一年地，一月一月地，一日一日地……故可知人生是由“渐”维持的。
人之能堪受境遇的变衰，也全靠这“渐”的助力。
这真是大自然的神秘的原则，造物主的微妙的工夫！阴阳潜移，春秋代序，以及物类的衰荣生杀，无不暗合于这法则。由萌芽的春“渐渐”变成绿荫的夏，由凋零的秋“渐渐”变成枯寂的冬。
出自《渐》/丰子恺
2019年
🌟 
12月
【
宜
】
整 装  待 发
值 得 关 注 的 日 子
▼
12月7日 大雪
12月13日 国家公祭日
12月22日 冬至
当我怀着自豪的感情，再向星空了望。我的身子，充溢着非凡的力量。
因为我知道：在一切最好的传统之上，我们的队伍已经组成，犹如浩荡的万里长江。
而我自己呢，早就全副武装，在我们的行列里。充当了一名小小的兵将。
而星空啊，不要笑我荒唐！我是诚实的，从不痴心妄想。人生虽是短暂的，但只有人类的双手，能够为宇宙穿上盛装。世界呀，由于人的生存，而有了无穷的希望。
你啊，还有什么艰难，使你力不可当？
出自《望星空》 /郭小川
插图/视觉中国
〔更多值得关注的日子点击下图〕
点击
「写留言」
分 享 新 年 愿 望
留言被选上墙的100名""锦鲤
""
可获得央视新闻《夜读·节气》周历一本
如果发现自己的留言上墙，请再次留言写下
详细收件地址、姓名及联系电话"
2019-01-01 20:02:27,【微视频】航拍天山天池 领略冰雪美景,"[!--begin:htmlVideoCode--]795dc75222f099b4c6e36e7f17b89bb2,0,1,news[!--end:htmlVideoCode--]
2019年的第一天，3000多名游客齐聚新疆天山天池，以登高的方式迎接新年，祝福祖国。冰封的湖面，雪染的群山，迎新的人群，组成了一幅水墨山水画卷。雪后的天山天池到底有多美？请跟随我们的航拍镜头来领略冰雪美景吧！（央视记者 许梦哲 陶鹏飞）"
2019-01-01 19:26:23,热带低压“乌斯曼”已致菲律宾78人死亡,"根据菲律宾国家减灾委消息，截至1月1日下午6点，过境菲律宾的热带低压“乌斯曼”已造成至少78人死亡，21人失踪。全国范围内共计19万居民受灾。
热带低压“乌斯曼”在2018年12月29日登陆菲律宾东萨马省后引发了洪水和山体滑坡，因此造成伤亡。目前，多地的搜救行动仍在继续当中，死亡人数有可能会进一步上升。（央视记者 黄铮铮）"
2019-01-02 08:48:54,习近平将出席《告台湾同胞书》发表40周年纪念会并发表重要讲话,"[!--begin:htmlVideoCode--]13cbaedc2c6541c3b6a310be959f9b84,0,1,news[!--end:htmlVideoCode--]
《告台湾同胞书》发表40周年纪念会将于1月2日上午10时在人民大会堂举行。中共中央总书记、国家主席、中央军委主席习近平将出席纪念会并发表重要讲话。
届时，中央广播电视总台所属中央电视台综合频道、新闻频道、中文国际频道、中国国际电视台各外语频道，中央人民广播电台、中国国际广播电台将进行现场直播。央视网、央视新闻移动网等中央重点新闻网站将作实时报道。"
2019-01-01 18:47:32,新闻纪录片《改革2018》今晚21:30央视新闻频道播出,"[!--begin:htmlVideoCode--]52e0a0cf40e5026da3143da0d300b34d,0,1,news[!--end:htmlVideoCode--]
历史因为改革开放的伟大启航而铭记1978，历史也因为改革开放的全面深化而铭记2018。
新闻纪录片《改革2018》全景呈现了2018年的改革进程和改革成就。这部纪录片聚焦2018年的改革者和改革现场，用生动鲜活的故事展现了改革者们的创新精神和奋斗精神。《改革2018》2019年1月1日21:30在央视新闻频道播出，央视新媒体平台同步播出，敬请收看。"
2019-01-01 17:54:39,跨年夜 北京延庆山区迎降雪,"[!--begin:htmlVideoCode--]3f070d6741c44190bd2708709e63d9e7,0,1,news[!--end:htmlVideoCode--]
昨夜（2018年12月31日），在新年来临之际，北京延庆山区迎来降雪天气。
今天清晨，天空放晴，延庆玉渡山白茫茫一片，屋舍、道路、树梢上面都铺满了积雪。据气象部门介绍，延庆山区海拔较高，湿度较好，但北京其它地区的湿度条件较差，所以没能形成全市范围的降雪。
今天（2019年1月1日），北京已经第7天处在持续低温蓝色预警信号中，预计北京平原地区的最低气温仍然会在零下10℃以下。气象部门提醒，气温持续偏低，要注意防寒保暖。不过，从今天开始，北京的气温开始慢慢回升。"
2019-01-01 17:54:18,【习近平主席新年贺词引发强烈反响】澳门：抓住新机遇 融入国家发展大局,"[!--begin:htmlVideoCode--]9b820cd55fe8492cbd90577e84968193,0,1,news[!--end:htmlVideoCode--]
澳门各界人士认为，习主席在新年贺词中把“很多港澳台居民拿到了居住证、香港进入了全国高铁网、港珠澳大桥飞架三地”等2018年最重要的涉港澳因素进行总结，这充分表达了国家对于港澳地区的重视。
澳门中华人工智能协会理事长 何威威
：刚刚听了习主席的新年贺词，我们都感同身受。“我们都是追梦人”。过去一年，国家经历改革开放40周年，澳门也将迎来发展的新台阶。随着港珠澳大桥连通三地，澳门也更积极地融入国家发展大局。
澳门文化交流协会会长 伍迅波
：习主席在新年贺词中讲到“港珠澳大桥飞架三地”，这些成就是全国人民共同干出来的。2019年是新中国成立70周年，澳门也即将迎来澳门回归20年的大庆。我们澳门社会各界背靠祖国，会更加积极利用国家发展的大局，抓住发展的新机遇。"
2019-01-01 17:21:58,【向科学家和大国工匠致敬】大国重器 感谢有你！,"[!--begin:htmlVideoCode--]ecafb590ded34009962a29829ec447b5,0,1,news[!--end:htmlVideoCode--]
2019年已经开启，带给我们更多憧憬与希望；回望2018年，有太多的人与事值得珍惜回味。2018年，中国制造、中国创造、中国建造共同发力，继续改变着中国的面貌。嫦娥四号探测器成功发射，第二艘航母出海试航，国产大型水陆两栖飞机水上首飞，北斗导航向全球组网迈出坚实一步。一个个大国重器的精彩亮相，是中国科研领域硕果累累的真实反映，是国家实力不断提升的最佳写照。满心自豪的同时，我们也要向这些“大国重器”背后的科学家、工程师们道一声：“你们辛苦了！”
12月8日凌晨，嫦娥四号月球探测器成功发射，它将完成人类历史上首次在月球背面软着陆和巡视探测的任务。作为嫦娥三号的备份星，嫦娥四号95%的部件与嫦娥三号相同，用一颗五年前就设计、制造完成的卫星，去探索人类从未到达的月球背面，这背后是中国航天强大的技术储备和自信。
航天科技集团五院嫦娥四号探测器总设计师 孙泽洲：
要说紧张，我觉得还真的并不紧张。这次嫦娥4号的任务，这些技术成果对于我们后续的火星探测，乃至于其他的地外天体的着陆探测来讲，也都提供了很好的基础。
回首2018，长征系列火箭共成功完成23次发射，仅10月15日至12月25日，就完成了5次发射，平均任务周期仅14天，这在多年前是无法想象的。
中国航天科技集团一院火箭装配技能大师 马利：
你得适应这个高密度总装和高密度发射的这种状态，到什么程度啊，就是没休息日嘛，晚上加班。虽然现在工作很累，但是赶上航天事业大发展时期，我自己感到也非常自豪。
2018年，马师傅所在的运载火箭队伍，短短1年时间内，先后将19颗北斗三号导航卫星和1颗北斗二号导航卫星送入预定轨道，组网发射最短间隔17天，创造了北斗组网发射历史上高密度、高成功率的新纪录，以全胜的骄人战绩，让中国北斗迈出从亚太走向全球的“关键一步”。
中国航天科技集团有限公司高级技术顾问 中国科学院院士 孙家栋：
任务越来越多，青年人到了岗位上都有锻炼的条件。所以我是感觉在这个方面，你看现在我们这40多岁就挑大梁，都是一个型号的总师。它也体现出来，你国家科学技术水平，物质能力、人才队伍，都要达到一定的水平了。
2018年，让人骄傲和自豪的，还有我们自己的航母和大型水陆两栖飞机。5月13日，我国第一艘国产航母正式开始海试，为了研发、建造这艘国产航母，数千名工程师，数万名产业工人日夜奋战。10月20日，我国大飞机“三兄弟”之一的大型水陆两栖飞机“鲲龙”AG600也首飞成功，中国人又一次实现航空领域的全新突破。
航空工业AG600大型水陆两栖飞机总设计师 黄领才：
通过这个型号的研制，一系列关键技术的突破，形成了我们水陆两栖飞机自主研发一套技术体系。
航空工业华南公司试飞中心机务二中队中队长 郭佳：
自豪感非常强烈。这个型号任务反过来也在锻炼我们。帮你如何成长，如何锻炼成自信、专业性非常强，非常坚毅的人。
2018年，中国科技干劲足，活力强，目标明确，步伐稳健，在世界科技舞台的聚光灯下，交出了一份漂亮的“成绩单”。2019年，我们的大型运载火箭长征五号还要再次出征、“嫦娥五号”月球探测器还要登陆月球，新的一年，中国科技必将会有更加精彩的表现。"
2019-01-01 17:21:26,我驻叙使馆发布提醒：谨慎前往大马士革、暂勿前往叙其他地区,"当地时间1月1日，我驻叙使馆再次发布提醒，呼吁中国公民近期谨慎前往叙利亚大马士革、暂勿前往叙利亚其他地区。
2018年7月，外交部和中国驻叙利亚使馆曾根据叙安全局势状况发布了近期谨慎前往叙利亚大马士革、暂勿前往叙利亚其他地区的安全提醒，有效期至2018年12月31日。根据当前安全形势，使馆将该安全提醒有效期延至2019年6月30日，具体如下：
目前，叙利亚战事仍在进行。叙政府军与恐怖组织及武装反对派的军事冲突持续，主要集中在包括伊德利卜、拉卡、哈马、代尔祖尔省等地区。首都大马士革及其它叙政府控制区屡遭空袭，安全形势不确定性较大。
外交部和中国驻叙利亚使馆提醒中国公民近期谨慎前往叙首都大马士革，暂勿前往叙其他地区。提醒已在叙中国公民和确有实际需要赴叙公务及商务人员保持高度警惕，加强安全防范和应急准备。如遇紧急状况，请及时报警并与中国驻叙利亚使馆联系。
鉴于上述地区的特殊情况，如中国公民在此提醒发布后仍坚持前往，有可能导致当事人面临极高安全风险，并将严重影响其获得协助的实效，因协助产生的费用由个人承担。
此外，使馆发布当地的紧急联系方式如下：
当地报警电话：112（犯罪报警）、110（急救）
外交部全球领事保护与服务应急呼叫中心电话：+86-10-12308或+86-10-59913991
中国驻叙利亚使馆领事保护与协助电话：+963-944265018
（央视记者 徐德智）"
