2019-01-02 22:41:58,公安机关对权健公司进行立案侦查,"[!--begin:htmlVideoCode--]16eb1f3fb1414ba89eff2a80da947fcb,0,1,news[!--end:htmlVideoCode--]
经过调查组调查取证，目前，权健公司已经被以 涉嫌“传销犯罪”和“虚假广告犯罪”立案侦查。涉嫌犯罪，这是对“权健事件”给出的权威定性。
据联合调查组介绍，经前期工作发现，权健公司在经营活动中，涉嫌传销犯罪和涉嫌虚假广告犯罪，公安机关于2019年1月1日依法对其涉嫌犯罪行为立案侦查。同时，相关部门依法查处取缔不符合消防安全规定的火疗养生场所、开展集中打击清理整顿保健品乱象专项行动。
联合调查组有关负责人表示，合法的依法保护，违法的坚决打击，违规的取缔整治，绝对不允许打着直销的旗号干着传销的勾当。对于违法违规行为，要严厉打击、严厉查处、绝不手软。
直销：固定场所外直接向消费者推销
什么叫打着“直销”的旗号干“传销”的勾当？
直销和传销看似有一些相似之处，但实际上是两个完全不同的概念。在我国，直销是合法行为，但传销是违法的，甚至可能涉嫌犯罪。什么是直销，就是拥有合法牌照的直销企业招募直销员，由直销员在固定营业场所之外，直接向最终消费者推销产品的经销方式。也就是说产品不通过商场、超市等传统的销售渠道，而是直接由生产商或经销商组织销售。
而相比起来，
传销有两个比较容易辨认的特征，一是“收取入门费”——要认购商品或者交纳费用才能加入，二是“人头计酬”——利润来自于发展下线，而不是销售商品。
根据我国《直销管理条例》，企业从事直销经营，必须经过商务部批准获得直销经营许可。我们也在商务部直销行业管理的官网上看到，权健集团旗下的“权健自然医学科技发展有限公司”的确于2013年拿到了直销经营许可证。直销牌照范围内的备案产品包括3类（化妆品、保洁用品和保健食品），一共40种。直销区域包含10个分支机构和23个服务网点，其分支机构有天津、四川、浙江、湖南等地的分公司。
但企业做的究竟是直销还是传销，光看有没有牌照是不行的，最重要的是要看它实际操作中的销售模式。
怎么来区分是直销还是传销？怎么来判断企业的经营行为到底有没有违法？
我们来听中国人民大学民商事法律科学研究中心副主任姚欢庆的说法。
中国人民大学民商事法律科学研究中心副主任 姚欢庆：
直销就是以销售商品为核心内容的一种销售方式，传销实际上是以销售人头为核心的销售方式。直销它其实是用来缩短产品跟消费者之间的中间环节，现在我们国家法律对直销的规定里面，它实际上是一种单式直销，不允许复式直销的存在，必须雇佣销售人员进行对外的商品销售。而传销并不关心商品本身的质量等等方面的问题，是复式的结构。也就是说它是一层一层的，金字塔式的，拉人头的这种方式来获得收益。尤其要考虑到传销会有对人员采取胁迫，限制人身自由，再进行洗脑，最后达到对人员的控制，再让他去发展他的下线的方式，来获得收益。而现实生活中有大量的直销企业，更多的是非法直销的企业。但是也有大量的合法的直销企业，它也会走在传销和直销的边缘，很容易从直销迈向传销。核心的特征就体现为员工的收益是来自于产品的销售，还是来自于拉人头的结果，这往往是区分两者最核心的一点。
涉传销和虚假广告 可能面临什么？
除了涉嫌传销，权健还涉嫌虚假广告犯罪。根据《中华人民共和国刑法》第222条规定，虚假广告罪，就是指广告主、广告经营者、广告发布者违法国家规定、利用广告对商品或服务进行虚假宣传，情节严重的行为。
那这两种犯罪，法律上可能面临的后果是什么？继续听专家的说法。
中国人民大学民商事法律科学研究中心副主任 姚欢庆：
从传销的角度来讲，主要会涉及到的是刑事犯罪的问题和行政责任的问题。也就是说首先如果是传销，按照《直销管理条例》里面会有个行政处罚的问题。从刑事犯罪的角度来讲，有一个组织领导传销罪的问题，而如果是虚假广告的部分里面会有三个方面的责任。一个是会有民事责任的问题，因为虚假广告一定会对普通消费者的利益造成侵害，所以说会有追究民事责任的这种情形。第二个是行政责任的问题，最主要涉及到的就是工商管理部门，也会对虚假广告进行行政处罚。而刑事责任就是说，刑法规定一个虚假广告罪，当虚假广告给消费者、给社会，带来了非常大的影响的这种情况下，会有可能构成刑事犯罪。"
2019-01-02 22:35:50,夜读丨漂泊再久，终点也是家,"今日，《告台湾同胞书》发表40周年纪念会在京举行。海峡浅浅，乡愁满溢。他们，是笔下生花的文人，也是漂泊在台湾的游子。有人说，读完他们的作品不觉间泪流满面——那是因为，我们本就同根同文、血脉相亲。他们思念着这头，一如我们思念着那头……
《望大陆》
作者/于右任
葬我于高山之上兮，望我故乡；故乡不可见兮，永不能忘。
葬我于高山之上兮，望我大陆
；大陆不可见兮，只有痛哭。
天苍苍，野茫茫，山之上，国有殇！
《乡愁》
作者/余光中
小时候
乡愁是一枚小小的邮票
我在这头
母亲在那头
长大后
乡愁是一张窄窄的船票
我在这头
新娘在那头
 
后来啊
乡愁是一方矮矮的坟墓
我在外头
母亲在里头
 
而现在
乡愁是一湾
浅浅
的海峡
我在这头
大陆在那头
《乡色酒》
作者/舒兰
三十年前
你从柳树梢头望我
我正年少
你圆
人也圆
三十年后
我从椰树梢头望你
你是一杯
乡色酒
你满
乡愁也满
《边界望乡》
（节选）
作者/洛夫
病了病了
病得像山坡上那丛凋
残
的杜鹃
只剩下唯一的一朵
蹲在那块""禁止越界""的告示牌后面
咯血。 而这时
一只白鹭从水田中惊起
飞越深圳
又猛然折了回来
而这时，鹧鸪以火音
那冒烟的啼声
一句句
穿透异地三月的春寒
我被烧得双目尽赤，血脉贲张
你惊蛰之后是春分
清明时节也不远了
我居然也听懂了广东的乡音
当雨水把莽莽大地
译成青色的语言
喏！你说，福田村再过去就是水围
故国的泥土，伸手可及
但我抓回来的仍是一掌冷雾
《城南旧事》
（节选）
作者/林海音
不能忘怀的北平！那里我住得太久了，像树生了根一样。
童年、少女，而妇人，一生的一半生命都在那里度过。快乐与悲哀，欢笑和哭泣，那个古城曾倾泻我所有的感情，春来秋往，我是如何熟悉那里的季节啊！
离开北平的那年，曾赶上最后一次""看红叶""，冰鞋来不及捡出，我便离开她了。飞机到了上空，曾在方方的古城绕个圈，协和医院的绿琉璃瓦给了我难忘的最后一瞥，
我的心颤抖着，是一种离开多年抚育的乳娘的滋味。
这一切，在这里何处去寻呢？像今夜细雨滴答，更增我苦念北平。
《旅梦》
（节选）
作者/郑愁予
我从雨地来
我底眼还湿润着
像车上的窗玻璃
静卧着长串的水珠
我想：我该看见那片土地了
榆树围成广大的打麦场
车停处，妻从树下奔来
我想，孩子也已长大了
在阶上，正扶着老母向我张望
然后我们默默拥抱着
以带泪的眼频频问询
然后，我们曾交换简单的言语
把异地的尘土，抖落在自己的家门
《一片槐树叶》
作者/纪弦
这是全世界最美的一片，
最珍奇，最可贵的一片，
而又是最使人伤心，最使人流泪的一片，
薄薄的，干的，
浅
灰黄色的槐树叶。
忘了是在江南，江北，
是在哪一个城市，哪一个园子里捡来的了。
被夹在一册古老的诗集里，
多年来，竟没有些微的损坏。
蝉翼般轻轻滑落的槐树叶，
细看时，还沾着那些故国的泥土哪。
故国呦，啊啊，要到何年何月何日
才能让我再回到你的怀抱里
去享受一个世界上最愉快的
飘着淡淡的槐花香的季节
？……
《剪不断的乡愁》
（节选）
作者/琼瑶
我只觉得乡愁像一张大网，已把我牢牢地网住。
我祖籍湖南，生在四川。童年，是个多灾多难的时代，是个颠沛流离的时代，童年的足迹，曾跋涉过大陆许多的省份。如今，再整理我这份千头万绪的乡愁时，竟不知那愁绪的顶端究竟在何处？
是湖南？是四川？是长江？是黄河？是丝绸之路，还是故宫北海？沉吟中，这才明白，
我的乡愁不在大陆的任何一点上，而在大陆那整片的土地上！
 
《乡愁》
作者/席慕容 
故乡的歌 是一支清远的笛
总在有月亮的晚上 响起
故乡的面貌 却是一种模糊的怅望
仿佛雾里的 挥手别离
离别後
乡愁是一棵没有年轮的树
永不老去"
2019-01-02 21:40:28,世界首次！复兴号将实现时速350公里自动驾驶,"2019年1月2日，
中国铁路总公司总经理陆东福透露，
复兴号动车将在世界上首次实现时速350公里自动驾驶功能。
目前时速300～350公里高铁的自动驾驶技术在世界上尚属空白，中国铁路总公司正在组织攻关，将在京张高铁首次得到应用。
△350时速自动驾驶复兴号
采用ATO设备代替司机驾驶
已成现实
据悉，目前高铁列车都是在中国列车运行控制系统的防护下，由司机驾驶运行的。
“随着技术的发展，采用ATO（高铁列车自动驾驶）设备来代替司机驾驶已经成为现实。”铁科院专家透露，中国铁路总公司已在珠三角的莞惠、佛肇两条时速200公里城际铁路开通了ATO，这也是全球首次在运营速度200km/h的铁路采用ATO。
△350时速自动驾驶复兴号
司机按下
启动按钮 即可实现多项功能
铁科院专家表示，
采用ATO以后，司机只要按一个启动按钮，就可以实现列车从车站自动发车、在站间自动运行、运行时间按计划自动调整、到达车站精确停车、停车后自动开门等功能。
ATO的工作流程是这样的，“地面调度中心制定好行车计划后，通过地面的数据传输网络把计划送到ATO的地面设备，这个设备再通过铁路移动通信网，把计划发送给动车组上的ATO车载设备。”铁科院专家介绍说，ATO车载设备收到计划以后，根据动车组当前的位置，计算出控制速度曲线，代替司机自动控制动车组的加速、运行、减速、停车、开车门等。
△时速350公里复兴号自动驾驶模拟台
由于ATO控制保证驾驶操作的一致性，可以消除司机水平不同带来的差异，准确地按照运行计划行车，有效地提高运输能力。
已
通过严格测试 即将投入试运营
相比时速80公里和站间距几公里的地铁，时速350公里的高铁运行速度更快、站间距通常也有几十公里。
“因此高铁列车的ATO需要获取的信息内容种类、获取信息的覆盖范围、信息的处理逻辑都更加繁多和复杂。”中国铁科院专家说。
据悉，铁科院在进行CTCS3+ATO列控系统研制过程中，从可用性和智能化两个方面进行了提升。
2018年6月至9月，中国铁路总公司组织了京沈综合试验段CTCS3+ATO列控系统试验。“
在94天
测试列车累计行驶里程186397公里的试验中，铁科院研制的自动驾驶设备运行稳定、控车精准，顺利通过了所有测试项目，即将在高铁线路中首批投入试运营。
”铁科院专家透露。
△国产CTCS3+ATO列控系统
复兴号动车又将大放异彩
陆东福强调，高速列车采用ATO是高速铁路智能化的重要标志，
对保持我国高速铁路列控技术的国际先进水平有重要的意义，复兴号在世界上首次实现时速350公里自动驾驶功能，成为我国高铁自主创新的又一重大标志性成果。"
2019-01-02 21:24:29,超燃！一份最热情的告白丨快闪我和我的祖国,"[!--begin:htmlVideoCode--]dcd63078d9741b840a9c2747d81542e8,0,1,news[!--end:htmlVideoCode--]
人头攒动的大巴扎、雄奇壮美的天山…新年第一天，在新疆乌鲁木齐的国际大巴扎、南山景区等地，一场“全城同唱一首歌·我和我的祖国”快闪活动点燃了寒冬，上万名素不相识的人自发参与其中传递着深情与依恋，用歌声表达了对祖国的无限热爱与祝福。（央视记者 刘菲 钱重宇 乌鲁木齐台 回鹏）"
2019-01-03 00:17:11,持续更新丨丹麦一火车被拖车击中 致6人死亡16人受伤,"北京时间1月2日23点58分更新：
丹麦大贝尓特桥上的火车事故 警方尚未确定受害死亡者信息
丹麦警方在当地时间1月2日下午3点举行的第三次新闻发布会上通报，警方尚未全面了解在大贝尔特桥上发生的火车事故中死亡的六人的身份。所有的乘客已经安全转移，受伤者目前在接受治疗。
警方表示，他们接到了许多大使馆的询问，他们想知道是否在受伤者中有外国公民。警方表示还没有全面的伤亡情况。因此，他们无法透露伤亡者的年龄，身份或国籍。
目前，大桥已经重新开放，双向都可以通车，警方呼吁大家在通过事故现场时常速通过，不要停留。为了完成对所有乘客的跟踪了解，警方表示如果乘客离开现场而没有登记，警方敦促大家通过电话+45 96970000进行联系。事故调查员Jørgen Andersen尚未对火车事故原因进行说明。他表示，现在开始猜测事故的原因还为时过早。 但我们与事故调查委员会密切合作，以了解发生的情况。他说，我们还需要一段时间才能说出事故原因。在新闻发布会上，丹麦南部地区国家卫生局的Søren Jepsen表示，所有受伤的乘客现在都已脱离危险。（央视记者 郝晓丽）
北京时间
1月2日
21点20分更新：
丹麦当地时间1月2日早上，从尼堡到西兰岛途中的一列火车被一条反方向行驶的货运列车上一辆空的卡车拖车击中。6人在此次事故中丧生，16人受伤。其中14人受伤较轻，2人中度受伤。
伤员已全部转移到欧登塞大学医院，
最终评估这16人没有生命危险。
事故调查委员评估此事表示，有许多迹象表明，是货运列车上一辆空的卡车拖车被吹走，并于周三早上在大桥上造成严重的火车事故。事故原因还在调查中。目前丹麦救援队仍在现场进行救援工作，调查方表示强风较容易引发此次事故。事故发生时，火车上有131名乘客和3名员工。（央视记者 郝晓丽）"
2019-01-02 21:14:33,央行调整普惠金融定向降准小微企业贷款考核标准,中国人民银行刚刚发布消息，决定自2019年起，将普惠金融定向降准小型和微型企业贷款考核标准由“单户授信小于500万元”调整为“单户授信小于1000万元”。这有利于扩大普惠金融定向降准优惠政策的覆盖面，引导金融机构更好地满足小微企业的贷款需求，使更多的小微企业受益。（央视记者 孙艳）
2019-01-02 20:25:52,【央视快评】祖国必须统一必然统一,"[!--begin:htmlVideoCode--]d05d2d6bc14b4b2ab11e32baf904ad9c,0,1,news[!--end:htmlVideoCode--]
2019年1月2日，《告台湾同胞书》发表40周年纪念会在人民大会堂隆重举行，习近平总书记出席会议并发表重要讲话。总书记全面回顾了海峡两岸分隔70年走过的曲折历程，深刻总结了《告台湾同胞书》引领两岸关系发展40年取得的经验硕果，系统阐述了在民族复兴伟大征程中推进祖国和平统一的重大政策主张。
习近平总书记的重要讲话深刻揭示了两岸关系发展的历史大势，科学回答了在民族复兴新征程中如何推进祖国和平统一的时代命题，是新时代对台工作的纲领性文件，为新时代促进国家统一、民族复兴指明了前进的方向。
1979年元旦，全国人大常委会发表《告台湾同胞书》，首次郑重宣示争取和平统一祖国的大政方针。此后40年，尽管台海风云变幻，两岸关系几经波折，但中国共产党、中国政府、中国人民矢志不渝，始终致力于推动和平解决台湾问题、实现祖国完全统一，取得了全面实现“三通”、达成“九二共识”等多项政策成果，不断推动两岸关系向前发展。
时代洪流滚滚向前。习近平总书记指出，国家强大、民族复兴、两岸统一的历史大势，是任何人任何势力都无法阻挡的！经过40年改革开放，中国的面貌和国际地位都发生了历史性变化，站在新的历史节点，我们更应该登高望远、审时度势，认真思考和务实解决两岸关系发展重大问题。
基于历史和现实的实践，习近平总书记道出了两岸同胞的心声：“制度不同，不是统一的障碍，更不是分裂的借口。”我们看到，“一国两制”在香港与澳门的成功实践为台湾问题解决积淀了丰富的制度经验，两岸经贸市场的持续互动为和平统一打下了坚实的经济基础，两岸多层次多方面的深度融合极大地增进了彼此间的心灵契合。我们愿意在“一个中国”的前提下进行深入广泛的政治谈判与民主协商，保有“中国人不打中国人”的最大诚意。希望台湾同胞以子孙后代为念、以民族复兴为重，认真思考台湾未来、认清历史大势，不为“台独”鼓噪所惑，做堂堂正正的中国人，自觉投身于促进和平统一的光荣事业。
两岸的事是两岸同胞的家里事，当然也应该由家里人商量着办。大陆与台湾何时统一、如何统一、以什么形式统一，归根结底是中国人自己的事情。我们也当理直气壮、有理有据地在国际舞台上坚持“一个中国”原则，抵制别有用心者对台海事务的无理插手，坚决维护国家的主权独立、领土完整。
两岸一衣带水，手足同气连枝。我们要深刻学习领会习近平总书记的重要讲话精神，继续团结包括台湾同胞在内的全体中华儿女，把握现在、开创未来，共同推动两岸关系和平发展，共同完成祖国的统一大业，共同开创民族复兴的锦绣前程。（央视评论员）"
2019-01-02 20:06:04,教育部：未经备案审查的学习类APP禁止在校园内使用,"近期，一些含有色情暴力、网络游戏、商业广告及违背教育教学规律等内容的APP进入部分中小学校园，对此，教育部近日印发了《关于严禁有害APP进入中小学校园的通知》。
全面排查 坚决杜绝有害APP侵蚀校园
《通知》要求，立即开展全面排查。凡发现包含色情暴力、网络游戏、商业广告等内容及链接，或利用抄作业、搞题海、公布成绩排名等应试教育手段增加学生课业负担的APP，要立即停止使用，退订相关业务，卸载APP，取消关注有关微信公众号，坚决杜绝有害APP侵蚀校园。要将涉嫌违法违规的APP、微信公众号报告当地网络信息管理和公安部门查处。要采用多种方式提醒家长慎重安装使用面向中小学生的APP。
未经学校和教育行政部门同意 教师不得向学生推荐使用任何APP
对于学习类APP，《通知》强调，各地要建立学习类APP进校园备案审查制度，按照“凡进必审”“谁选用谁负责”“谁主管谁负责”的原则建立“双审查”责任制，学校首先要把好选用关，对APP的内容、链接、应用功能、信息安全等进行严格审查，并报上级教育主管部门备案审查同意。要把教育行政部门和学校组织使用的学习类APP纳入统一管理，未经学校和教育行政部门审查同意，教师不得随意向学生推荐使用任何APP。要以“有效服务教育教学、不增加教师工作和学生课业负担”为原则，合理选用APP，严格控制数量，防止影响正常教育教学。进入校园的学习类APP不得向学生收费或由学生支付相关费用。要保障学生信息和数据安全，防止泄露学生隐私。
不得在课外推荐学生使用未经备案审查的学习类APP
《通知》要求，各地教育行政部门和中小学校要建立健全日常监管制度，明确监管责任和办法，切实保障进入校园的APP安全健康、科学适宜。今后凡未经备案审查的学习类APP一律禁止在校园内使用，不得在课外统一组织或要求、推荐学生使用未经备案审查的学习类APP。要定期检查、掌握APP内容变动和更新情况，发现有害信息要及时处置。学校和教师不得利用APP发布学生成绩、排名等信息。对违规使用、疏于管理并造成不良影响的教育行政部门、学校和教师要严肃问责。
探索学习类APP管理使用的长效机制
同时，《通知》还明确，各级教育行政部门要会同有关部门加强研究，进一步完善学习类APP内容要求、审查标准和监管办法等，逐步建立学习类APP使用管理的长效机制。（央视记者 潘虹旭）"
2019-01-02 19:47:02,【我和我的祖国】快闪迎新年 祝福祖国好,"[!--begin:htmlVideoCode--]c45d3e0194be4a728195a56aa9595df6,0,1,news[!--end:htmlVideoCode--]
辞旧迎新之际，新疆、西藏的各族群众，以快闪的方式唱起《我和我的祖国》，表达对祖国深深的祝福。
新年第一天，在乌鲁木齐国际大巴扎，伴随热瓦普和冬不拉弹奏的旋律，清脆的童声轻轻演唱了《我和我的祖国》。
快闪现场
随着演唱者从不同位置出现，带动越来越多的人自发参与其中，共同用歌声向祖国深情告白。
乌鲁木齐市民 阿孜古丽·热依木：
我非常地激动，说实话我都快哭了。
乌鲁木齐市民 米仁：
在这里我们用我们的歌声，送去我们对伟大祖国最真挚的祝福，祝愿我们的祖国永远繁荣昌盛。
在拉萨布达拉宫广场，青年学生发起的快闪活动感染了现场的每一个人，大家一同唱响《我和我的祖国》。一句句沁入心扉的歌词，汇成了各族群众对伟大祖国的深深祝福！
拉萨市民 强巴：
在新的一年里，我们会更加加强民族团结，也祝祖国能够更加繁荣昌盛。
学生 旦增次吉：
我觉得我们新时代的学生应该要努力学习，争当做国家的栋梁，为我们的祖国作贡献。"
2019-01-02 19:40:32,习近平就俄罗斯马格尼托格尔斯克市居民楼煤气爆炸造成重大人员伤亡 向俄罗斯总统普京致慰问电,"[!--begin:htmlVideoCode--]f9dea6d2d6e5487184e6b2096820fe36,0,1,news[!--end:htmlVideoCode--]
国家主席习近平1月2日就俄罗斯马格尼托格尔斯克市居民楼煤气爆炸造成重大人员伤亡向俄罗斯总统普京致慰问电。
习近平在慰问电中表示，惊悉贵国马格尼托格尔斯克市一幢居民楼发生煤气爆炸，造成重大人员伤亡和财产损失。我谨代表中国政府和中国人民，并以我个人的名义，对遇难者表示沉痛的哀悼，向受伤者和遇难者家属致以诚挚的慰问。
此时此刻，救援行动仍在紧张进行之中。我相信，在总统先生坚强领导下，这一突发事件一定能得到妥善处置。
同日，国务院总理李克强也就此向俄罗斯总理梅德韦杰夫致慰问电，向遇难者表示深切哀悼，向遇难者家属致以诚挚慰问。"
